SiteID;SiteName;SiteCode;FullSiteCode;Latitude;Longitude;Elevation;State;Regione;Comments
2205;FELTRINO a S.VITO;6560;OD:6560;42,29638889;14,43944444;48;Italia;Abruzzo;Quota ricavata da dem
2206;SANGRO ad OPI;6610;OD:6610;41,78472222;13,83361111;1137;Italia;Abruzzo;Quota ricavata da dem
2207;SANGRO a VILLETTA  BARREA;6620;OD:6620;41,77722222;13,91916667;1184;Italia;Abruzzo;Quota ricavata da dem
2208;SANGRO a BARREA;6630;OD:6630;41,76666667;13,98566667;1373;Italia;Abruzzo;Quota ricavata da dem
2209;SANGRO ad ALFEDENA;6650;OD:6650;41,73333333;14,03566667;885;Italia;Abruzzo;Quota ricavata da dem
2210;RIO TORTO ad ALFEDENA;6660;OD:6660;41,73333333;14,03566667;885;Italia;Abruzzo;Quota ricavata da dem
2211;ZITTOLA a MONTENERO;6670;OD:6670;41,75166667;14,09361111;828;Italia;Abruzzo;Quota ricavata da dem
2212;SANGRO ad ATELETA;6690;OD:6690;41,85444444;14,21111111;757;Italia;Abruzzo;Quota ricavata da dem
2213;GORIANO SICOLI;670;OD:670;42,08222222;13,79888889;904;Italia;Abruzzo;Quota ricavata da dem
2214;SANGRO a VILLA S.MARIA;6720;OD:6720;41955;14,35638889;287;Italia;Abruzzo;Quota ricavata da dem
2215;AVENTINO a LAMA DEI PELIGNI;6750;OD:6750;42,01666667;14,18566667;427;Italia;Abruzzo;Quota ricavata da dem
2216;AVENTINO a VICENNE;6760;OD:6760;42065;14,22722222;332;Italia;Abruzzo;Quota ricavata da dem
2217;VERDE a VISCARDI;6800;OD:6800;42,09833333;14,21805556;386;Italia;Abruzzo;Quota ricavata da dem
2218;VERDE a VISCARDI;6810;OD:6810;42,09833333;14,21805556;386;Italia;Abruzzo;Quota ricavata da dem
2219;VERDE a VISCARDI  canale c.le DE CECCO;6820;OD:6820;42,1;14219;345;Italia;Abruzzo;Quota ricavata da dem
2220;SANGRO al PONTE DI GUASTACCONCIO;6880;OD:6880;42,18333333;14,78566667;NA;Italia;Abruzzo;Quota ricavata da dem
2221;SANGRO a PAGLIETA;6890;OD:6890;42,19944444;14,50472222;26;Italia;Abruzzo;Quota ricavata da dem
2222;PASSO GODI;690;OD:690;41,83694444;13,92944444;1558;Italia;Abruzzo;Quota ricavata da dem
2224;SCANNO;700;OD:700;41,90694444;13,8775;993;Italia;Abruzzo;Quota ricavata da dem
2225;OSENTO a S. TOMMASO;7020;OD:7020;42,20333333;14,58416667;27;Italia;Abruzzo;Quota ricavata da dem
2226;SINELLO a CARPINETO  SINELLO;7060;OD:7060;42,01694444;14,49777778;304;Italia;Abruzzo;Quota ricavata da dem
2227;SINELLO a POLLUTRI;7068;OD:7068;42,13722222;14,64361111;40;Italia;Abruzzo;Quota ricavata da dem
2228;SINELLO a CASALBORDINO;7070;OD:7070;42,16388889;14,63575;25;Italia;Abruzzo;Quota ricavata da dem
2229;FRATTURA;710;OD:710;41,93333333;13869;1460;Italia;Abruzzo;Quota ricavata da dem
2230;TRIGNO a PESCOLANCIANO;7110;OD:7110;41,68333333;14,33566667;766;Italia;Abruzzo;Quota ricavata da dem
2231;TRIGNO a CHIAUCI;7120;OD:7120;41,67;14,38566667;775;Italia;Abruzzo;Quota ricavata da dem
2232;VERRINO ad AGNONE;7130;OD:7130;41,78333333;14369;578;Italia;Abruzzo;Quota ricavata da dem
2233;TRIGNO a TRIVENTO;7140;OD:7140;41,79333333;14,53577778;373;Italia;Abruzzo;Quota ricavata da dem
